id,legend,series,card_name,serial_number,rarity,card_value,image_key,lore
RLM-0334,The First Sentinel,Ghost Storm,The First Sentinel - Ghost Storm,SN-004/010,Epic,3500,first_sentinel,A relic tied to The First Sentinel from the Ghost Storm series.
RLM-0335,The First Sentinel,Ghost Storm,The First Sentinel - Ghost Storm,SN-005/010,Epic,2500,first_sentinel,A relic tied to The First Sentinel from the Ghost Storm series.
RLM-0336,The First Sentinel,Ghost Storm,The First Sentinel - Ghost Storm,SN-006/010,Rare,2000,first_sentinel,A relic tied to The First Sentinel from the Ghost Storm series.
RLM-0337,The First Sentinel,Ghost Storm,The First Sentinel - Ghost Storm,SN-007/010,Rare,2000,first_sentinel,A relic tied to The First Sentinel from the Ghost Storm series.
RLM-0338,The First Sentinel,Ghost Storm,The First Sentinel - Ghost Storm,SN-008/010,Rare,2000,first_sentinel,A relic tied to The First Sentinel from the Ghost Storm series.
RLM-0339,The First Sentinel,Ghost Storm,The First Sentinel - Ghost Storm,SN-009/010,Rare,2000,first_sentinel,A relic tied to The First Sentinel from the Ghost Storm series.
RLM-0340,The First Sentinel,Ghost Storm,The First Sentinel - Ghost Storm,SN-010/010,Rare,2000,first_sentinel,A relic tied to The First Sentinel from the Ghost Storm series.
RLM-0341,The First Sentinel,Realm Relics,The First Sentinel - Realm Relics,SN-001/010,Legendary,5750,first_sentinel,A relic tied to The First Sentinel from the Realm Relics series.
RLM-0342,The First Sentinel,Realm Relics,The First Sentinel - Realm Relics,SN-002/010,Legendary,4750,first_sentinel,A relic tied to The First Sentinel from the Realm Relics series.
RLM-0343,The First Sentinel,Realm Relics,The First Sentinel - Realm Relics,SN-003/010,Epic,3750,first_sentinel,A relic tied to The First Sentinel from the Realm Relics series.
RLM-0344,The First Sentinel,Realm Relics,The First Sentinel - Realm Relics,SN-004/010,Epic,2750,first_sentinel,A relic tied to The First Sentinel from the Realm Relics series.
RLM-0345,The First Sentinel,Realm Relics,The First Sentinel - Realm Relics,SN-005/010,Rare,1750,first_sentinel,A relic tied to The First Sentinel from the Realm Relics series.
RLM-0346,The First Sentinel,Realm Relics,The First Sentinel - Realm Relics,SN-006/010,Rare,1250,first_sentinel,A relic tied to The First Sentinel from the Realm Relics series.
RLM-0347,The First Sentinel,Realm Relics,The First Sentinel - Realm Relics,SN-007/010,Rare,1250,first_sentinel,A relic tied to The First Sentinel from the Realm Relics series.
RLM-0348,The First Sentinel,Realm Relics,The First Sentinel - Realm Relics,SN-008/010,Rare,1250,first_sentinel,A relic tied to The First Sentinel from the Realm Relics series.
RLM-0349,The First Sentinel,Realm Relics,The First Sentinel - Realm Relics,SN-009/010,Rare,1250,first_sentinel,A relic tied to The First Sentinel from the Realm Relics series.
RLM-0350,The First Sentinel,Realm Relics,The First Sentinel - Realm Relics,SN-010/010,Rare,1250,first_sentinel,A relic tied to The First Sentinel from the Realm Relics series.
RLM-0351,The First Sentinel,Hall of Lore,The First Sentinel - Hall of Lore,SN-001/010,Legendary,5750,first_sentinel,A relic tied to The First Sentinel from the Hall of Lore series.
RLM-0352,The First Sentinel,Hall of Lore,The First Sentinel - Hall of Lore,SN-002/010,Legendary,4750,first_sentinel,A relic tied to The First Sentinel from the Hall of Lore series.
RLM-0353,The First Sentinel,Hall of Lore,The First Sentinel - Hall of Lore,SN-003/010,Epic,3750,first_sentinel,A relic tied to The First Sentinel from the Hall of Lore series.
RLM-0354,The First Sentinel,Hall of Lore,The First Sentinel - Hall of Lore,SN-004/010,Epic,2750,first_sentinel,A relic tied to The First Sentinel from the Hall of Lore series.
RLM-0355,The First Sentinel,Hall of Lore,The First Sentinel - Hall of Lore,SN-005/010,Rare,1750,first_sentinel,A relic tied to The First Sentinel from the Hall of Lore series.
RLM-0356,The First Sentinel,Hall of Lore,The First Sentinel - Hall of Lore,SN-006/010,Rare,1250,first_sentinel,A relic tied to The First Sentinel from the Hall of Lore series.
RLM-0357,The First Sentinel,Hall of Lore,The First Sentinel - Hall of Lore,SN-007/010,Rare,1250,first_sentinel,A relic tied to The First Sentinel from the Hall of Lore series.
RLM-0358,The First Sentinel,Hall of Lore,The First Sentinel - Hall of Lore,SN-008/010,Rare,1250,first_sentinel,A relic tied to The First Sentinel from the Hall of Lore series.
RLM-0359,The First Sentinel,Hall of Lore,The First Sentinel - Hall of Lore,SN-009/010,Rare,1250,first_sentinel,A relic tied to The First Sentinel from the Hall of Lore series.
RLM-0360,The First Sentinel,Hall of Lore,The First Sentinel - Hall of Lore,SN-010/010,Rare,1250,first_sentinel,A relic tied to The First Sentinel from the Hall of Lore series.
RLM-0361,The First Sentinel,Forgeborn,The First Sentinel - Forgeborn,SN-001/010,Legendary,6000,first_sentinel,A relic tied to The First Sentinel from the Forgeborn series.
RLM-0362,The First Sentinel,Forgeborn,The First Sentinel - Forgeborn,SN-002/010,Legendary,5000,first_sentinel,A relic tied to The First Sentinel from the Forgeborn series.
RLM-0363,The First Sentinel,Forgeborn,The First Sentinel - Forgeborn,SN-003/010,Epic,4000,first_sentinel,A relic tied to The First Sentinel from the Forgeborn series.
RLM-0364,The First Sentinel,Forgeborn,The First Sentinel - Forgeborn,SN-004/010,Epic,3000,first_sentinel,A relic tied to The First Sentinel from the Forgeborn series.
RLM-0365,The First Sentinel,Forgeborn,The First Sentinel - Forgeborn,SN-005/010,Rare,2000,first_sentinel,A relic tied to The First Sentinel from the Forgeborn series.
RLM-0366,The First Sentinel,Forgeborn,The First Sentinel - Forgeborn,SN-006/010,Rare,1500,first_sentinel,A relic tied to The First Sentinel from the Forgeborn series.
RLM-0367,The First Sentinel,Forgeborn,The First Sentinel - Forgeborn,SN-007/010,Rare,1500,first_sentinel,A relic tied to The First Sentinel from the Forgeborn series.
RLM-0368,The First Sentinel,Forgeborn,The First Sentinel - Forgeborn,SN-008/010,Rare,1500,first_sentinel,A relic tied to The First Sentinel from the Forgeborn series.
RLM-0369,The First Sentinel,Forgeborn,The First Sentinel - Forgeborn,SN-009/010,Rare,1500,first_sentinel,A relic tied to The First Sentinel from the Forgeborn series.
RLM-0370,The First Sentinel,Forgeborn,The First Sentinel - Forgeborn,SN-010/010,Rare,1500,first_sentinel,A relic tied to The First Sentinel from the Forgeborn series.
RLM-0371,The First Sentinel,Cemetery Echoes,The First Sentinel - Cemetery Echoes,SN-001/010,Legendary,5750,first_sentinel,A relic tied to The First Sentinel from the Cemetery Echoes series.
RLM-0372,The First Sentinel,Cemetery Echoes,The First Sentinel - Cemetery Echoes,SN-002/010,Legendary,4750,first_sentinel,A relic tied to The First Sentinel from the Cemetery Echoes series.
RLM-0373,The First Sentinel,Cemetery Echoes,The First Sentinel - Cemetery Echoes,SN-003/010,Epic,3750,first_sentinel,A relic tied to The First Sentinel from the Cemetery Echoes series.
RLM-0374,The First Sentinel,Cemetery Echoes,The First Sentinel - Cemetery Echoes,SN-004/010,Epic,2750,first_sentinel,A relic tied to The First Sentinel from the Cemetery Echoes series.
RLM-0375,The First Sentinel,Cemetery Echoes,The First Sentinel - Cemetery Echoes,SN-005/010,Rare,1750,first_sentinel,A relic tied to The First Sentinel from the Cemetery Echoes series.
RLM-0376,The First Sentinel,Cemetery Echoes,The First Sentinel - Cemetery Echoes,SN-006/010,Rare,1250,first_sentinel,A relic tied to The First Sentinel from the Cemetery Echoes series.
RLM-0377,The First Sentinel,Cemetery Echoes,The First Sentinel - Cemetery Echoes,SN-007/010,Rare,1250,first_sentinel,A relic tied to The First Sentinel from the Cemetery Echoes series.
RLM-0378,The First Sentinel,Cemetery Echoes,The First Sentinel - Cemetery Echoes,SN-008/010,Rare,1250,first_sentinel,A relic tied to The First Sentinel from the Cemetery Echoes series.
RLM-0379,The First Sentinel,Cemetery Echoes,The First Sentinel - Cemetery Echoes,SN-009/010,Rare,1250,first_sentinel,A relic tied to The First Sentinel from the Cemetery Echoes series.
RLM-0380,The First Sentinel,Cemetery Echoes,The First Sentinel - Cemetery Echoes,SN-010/010,Rare,1250,first_sentinel,A relic tied to The First Sentinel from the Cemetery Echoes series.
RLM-0381,The First Sentinel,Kings & Queens,The First Sentinel - Kings & Queens,SN-001/010,Mythic,6500,first_sentinel,A relic tied to The First Sentinel from the Kings & Queens series.
RLM-0382,The First Sentinel,Kings & Queens,The First Sentinel - Kings & Queens,SN-002/010,Legendary,5500,first_sentinel,A relic tied to The First Sentinel from the Kings & Queens series.
RLM-0383,The First Sentinel,Kings & Queens,The First Sentinel - Kings & Queens,SN-003/010,Legendary,4500,first_sentinel,A relic tied to The First Sentinel from the Kings & Queens series.
RLM-0384,The First Sentinel,Kings & Queens,The First Sentinel - Kings & Queens,SN-004/010,Epic,3500,first_sentinel,A relic tied to The First Sentinel from the Kings & Queens series.
RLM-0385,The First Sentinel,Kings & Queens,The First Sentinel - Kings & Queens,SN-005/010,Epic,2500,first_sentinel,A relic tied to The First Sentinel from the Kings & Queens series.
RLM-0386,The First Sentinel,Kings & Queens,The First Sentinel - Kings & Queens,SN-006/010,Rare,2000,first_sentinel,A relic tied to The First Sentinel from the Kings & Queens series.
RLM-0387,The First Sentinel,Kings & Queens,The First Sentinel - Kings & Queens,SN-007/010,Rare,2000,first_sentinel,A relic tied to The First Sentinel from the Kings & Queens series.
RLM-0388,The First Sentinel,Kings & Queens,The First Sentinel - Kings & Queens,SN-008/010,Rare,2000,first_sentinel,A relic tied to The First Sentinel from the Kings & Queens series.
RLM-0389,The First Sentinel,Kings & Queens,The First Sentinel - Kings & Queens,SN-009/010,Rare,2000,first_sentinel,A relic tied to The First Sentinel from the Kings & Queens series.
RLM-0390,The First Sentinel,Kings & Queens,The First Sentinel - Kings & Queens,SN-010/010,Rare,2000,first_sentinel,A relic tied to The First Sentinel from the Kings & Queens series.
RLM-0391,The First Sentinel,Ancient Myths,The First Sentinel - Ancient Myths,SN-001/010,Mythic,6500,first_sentinel,A relic tied to The First Sentinel from the Ancient Myths series.
RLM-0392,The First Sentinel,Ancient Myths,The First Sentinel - Ancient Myths,SN-002/010,Legendary,5500,first_sentinel,A relic tied to The First Sentinel from the Ancient Myths series.
RLM-0393,The First Sentinel,Ancient Myths,The First Sentinel - Ancient Myths,SN-003/010,Legendary,4500,first_sentinel,A relic tied to The First Sentinel from the Ancient Myths series.
RLM-0394,The First Sentinel,Ancient Myths,The First Sentinel - Ancient Myths,SN-004/010,Epic,3500,first_sentinel,A relic tied to The First Sentinel from the Ancient Myths series.
RLM-0395,The First Sentinel,Ancient Myths,The First Sentinel - Ancient Myths,SN-005/010,Epic,2500,first_sentinel,A relic tied to The First Sentinel from the Ancient Myths series.
RLM-0396,The First Sentinel,Ancient Myths,The First Sentinel - Ancient Myths,SN-006/010,Rare,2000,first_sentinel,A relic tied to The First Sentinel from the Ancient Myths series.
RLM-0397,The First Sentinel,Ancient Myths,The First Sentinel - Ancient Myths,SN-007/010,Rare,2000,first_sentinel,A relic tied to The First Sentinel from the Ancient Myths series.
RLM-0398,The First Sentinel,Ancient Myths,The First Sentinel - Ancient Myths,SN-008/010,Rare,2000,first_sentinel,A relic tied to The First Sentinel from the Ancient Myths series.
RLM-0399,The First Sentinel,Ancient Myths,The First Sentinel - Ancient Myths,SN-009/010,Rare,2000,first_sentinel,A relic tied to The First Sentinel from the Ancient Myths series.
RLM-0400,The First Sentinel,Ancient Myths,The First Sentinel - Ancient Myths,SN-010/010,Rare,2000,first_sentinel,A relic tied to The First Sentinel from the Ancient Myths series.
RLM-0401,Nyxara Vale,Infernal Heat,Nyxara Vale - Infernal Heat,SN-001/010,Legendary,5750,nyxara,A relic tied to Nyxara Vale from the Infernal Heat series.
RLM-0402,Nyxara Vale,Infernal Heat,Nyxara Vale - Infernal Heat,SN-002/010,Legendary,4750,nyxara,A relic tied to Nyxara Vale from the Infernal Heat series.
RLM-0403,Nyxara Vale,Infernal Heat,Nyxara Vale - Infernal Heat,SN-003/010,Epic,3750,nyxara,A relic tied to Nyxara Vale from the Infernal Heat series.
RLM-0404,Nyxara Vale,Infernal Heat,Nyxara Vale - Infernal Heat,SN-004/010,Epic,2750,nyxara,A relic tied to Nyxara Vale from the Infernal Heat series.
RLM-0405,Nyxara Vale,Infernal Heat,Nyxara Vale - Infernal Heat,SN-005/010,Rare,1750,nyxara,A relic tied to Nyxara Vale from the Infernal Heat series.
RLM-0406,Nyxara Vale,Infernal Heat,Nyxara Vale - Infernal Heat,SN-006/010,Rare,1250,nyxara,A relic tied to Nyxara Vale from the Infernal Heat series.
RLM-0407,Nyxara Vale,Infernal Heat,Nyxara Vale - Infernal Heat,SN-007/010,Rare,1250,nyxara,A relic tied to Nyxara Vale from the Infernal Heat series.
RLM-0408,Nyxara Vale,Infernal Heat,Nyxara Vale - Infernal Heat,SN-008/010,Rare,1250,nyxara,A relic tied to Nyxara Vale from the Infernal Heat series.
RLM-0409,Nyxara Vale,Infernal Heat,Nyxara Vale - Infernal Heat,SN-009/010,Rare,1250,nyxara,A relic tied to Nyxara Vale from the Infernal Heat series.
RLM-0410,Nyxara Vale,Infernal Heat,Nyxara Vale - Infernal Heat,SN-010/010,Rare,1250,nyxara,A relic tied to Nyxara Vale from the Infernal Heat series.
RLM-0411,Nyxara Vale,Forgotten Legends,Nyxara Vale - Forgotten Legends,SN-001/010,Legendary,6000,nyxara,A relic tied to Nyxara Vale from the Forgotten Legends series.
RLM-0412,Nyxara Vale,Forgotten Legends,Nyxara Vale - Forgotten Legends,SN-002/010,Legendary,5000,nyxara,A relic tied to Nyxara Vale from the Forgotten Legends series.
RLM-0413,Nyxara Vale,Forgotten Legends,Nyxara Vale - Forgotten Legends,SN-003/010,Epic,4000,nyxara,A relic tied to Nyxara Vale from the Forgotten Legends series.
RLM-0414,Nyxara Vale,Forgotten Legends,Nyxara Vale - Forgotten Legends,SN-004/010,Epic,3000,nyxara,A relic tied to Nyxara Vale from the Forgotten Legends series.
RLM-0415,Nyxara Vale,Forgotten Legends,Nyxara Vale - Forgotten Legends,SN-005/010,Rare,2000,nyxara,A relic tied to Nyxara Vale from the Forgotten Legends series.
RLM-0416,Nyxara Vale,Forgotten Legends,Nyxara Vale - Forgotten Legends,SN-006/010,Rare,1500,nyxara,A relic tied to Nyxara Vale from the Forgotten Legends series.
RLM-0417,Nyxara Vale,Forgotten Legends,Nyxara Vale - Forgotten Legends,SN-007/010,Rare,1500,nyxara,A relic tied to Nyxara Vale from the Forgotten Legends series.
RLM-0418,Nyxara Vale,Forgotten Legends,Nyxara Vale - Forgotten Legends,SN-008/010,Rare,1500,nyxara,A relic tied to Nyxara Vale from the Forgotten Legends series.
RLM-0419,Nyxara Vale,Forgotten Legends,Nyxara Vale - Forgotten Legends,SN-009/010,Rare,1500,nyxara,A relic tied to Nyxara Vale from the Forgotten Legends series.
RLM-0420,Nyxara Vale,Forgotten Legends,Nyxara Vale - Forgotten Legends,SN-010/010,Rare,1500,nyxara,A relic tied to Nyxara Vale from the Forgotten Legends series.
RLM-0421,Nyxara Vale,Sentinel's Oath,Nyxara Vale - Sentinel's Oath,SN-001/010,Legendary,6000,nyxara,A relic tied to Nyxara Vale from the Sentinel's Oath series.
RLM-0422,Nyxara Vale,Sentinel's Oath,Nyxara Vale - Sentinel's Oath,SN-002/010,Legendary,5000,nyxara,A relic tied to Nyxara Vale from the Sentinel's Oath series.
RLM-0423,Nyxara Vale,Sentinel's Oath,Nyxara Vale - Sentinel's Oath,SN-003/010,Epic,4000,nyxara,A relic tied to Nyxara Vale from the Sentinel's Oath series.
RLM-0424,Nyxara Vale,Sentinel's Oath,Nyxara Vale - Sentinel's Oath,SN-004/010,Epic,3000,nyxara,A relic tied to Nyxara Vale from the Sentinel's Oath series.
RLM-0425,Nyxara Vale,Sentinel's Oath,Nyxara Vale - Sentinel's Oath,SN-005/010,Rare,2000,nyxara,A relic tied to Nyxara Vale from the Sentinel's Oath series.
RLM-0426,Nyxara Vale,Sentinel's Oath,Nyxara Vale - Sentinel's Oath,SN-006/010,Rare,1500,nyxara,A relic tied to Nyxara Vale from the Sentinel's Oath series.
RLM-0427,Nyxara Vale,Sentinel's Oath,Nyxara Vale - Sentinel's Oath,SN-007/010,Rare,1500,nyxara,A relic tied to Nyxara Vale from the Sentinel's Oath series.
RLM-0428,Nyxara Vale,Sentinel's Oath,Nyxara Vale - Sentinel's Oath,SN-008/010,Rare,1500,nyxara,A relic tied to Nyxara Vale from the Sentinel's Oath series.
RLM-0429,Nyxara Vale,Sentinel's Oath,Nyxara Vale - Sentinel's Oath,SN-009/010,Rare,1500,nyxara,A relic tied to Nyxara Vale from the Sentinel's Oath series.
RLM-0430,Nyxara Vale,Sentinel's Oath,Nyxara Vale - Sentinel's Oath,SN-010/010,Rare,1500,nyxara,A relic tied to Nyxara Vale from the Sentinel's Oath series.
RLM-0431,Nyxara Vale,Ghost Storm,Nyxara Vale - Ghost Storm,SN-001/010,Mythic,6500,nyxara,A relic tied to Nyxara Vale from the Ghost Storm series.
RLM-0432,Nyxara Vale,Ghost Storm,Nyxara Vale - Ghost Storm,SN-002/010,Legendary,5500,nyxara,A relic tied to Nyxara Vale from the Ghost Storm series.
RLM-0433,Nyxara Vale,Ghost Storm,Nyxara Vale - Ghost Storm,SN-003/010,Legendary,4500,nyxara,A relic tied to Nyxara Vale from the Ghost Storm series.
RLM-0434,Nyxara Vale,Ghost Storm,Nyxara Vale - Ghost Storm,SN-004/010,Epic,3500,nyxara,A relic tied to Nyxara Vale from the Ghost Storm series.
RLM-0435,Nyxara Vale,Ghost Storm,Nyxara Vale - Ghost Storm,SN-005/010,Epic,2500,nyxara,A relic tied to Nyxara Vale from the Ghost Storm series.
RLM-0436,Nyxara Vale,Ghost Storm,Nyxara Vale - Ghost Storm,SN-006/010,Rare,2000,nyxara,A relic tied to Nyxara Vale from the Ghost Storm series.
RLM-0437,Nyxara Vale,Ghost Storm,Nyxara Vale - Ghost Storm,SN-007/010,Rare,2000,nyxara,A relic tied to Nyxara Vale from the Ghost Storm series.
RLM-0438,Nyxara Vale,Ghost Storm,Nyxara Vale - Ghost Storm,SN-008/010,Rare,2000,nyxara,A relic tied to Nyxara Vale from the Ghost Storm series.
RLM-0439,Nyxara Vale,Ghost Storm,Nyxara Vale - Ghost Storm,SN-009/010,Rare,2000,nyxara,A relic tied to Nyxara Vale from the Ghost Storm series.
RLM-0440,Nyxara Vale,Ghost Storm,Nyxara Vale - Ghost Storm,SN-010/010,Rare,2000,nyxara,A relic tied to Nyxara Vale from the Ghost Storm series.
RLM-0441,Nyxara Vale,Realm Relics,Nyxara Vale - Realm Relics,SN-001/010,Legendary,5750,nyxara,A relic tied to Nyxara Vale from the Realm Relics series.
RLM-0442,Nyxara Vale,Realm Relics,Nyxara Vale - Realm Relics,SN-002/010,Legendary,4750,nyxara,A relic tied to Nyxara Vale from the Realm Relics series.
RLM-0443,Nyxara Vale,Realm Relics,Nyxara Vale - Realm Relics,SN-003/010,Epic,3750,nyxara,A relic tied to Nyxara Vale from the Realm Relics series.
RLM-0444,Nyxara Vale,Realm Relics,Nyxara Vale - Realm Relics,SN-004/010,Epic,2750,nyxara,A relic tied to Nyxara Vale from the Realm Relics series.
RLM-0445,Nyxara Vale,Realm Relics,Nyxara Vale - Realm Relics,SN-005/010,Rare,1750,nyxara,A relic tied to Nyxara Vale from the Realm Relics series.
RLM-0446,Nyxara Vale,Realm Relics,Nyxara Vale - Realm Relics,SN-006/010,Rare,1250,nyxara,A relic tied to Nyxara Vale from the Realm Relics series.
RLM-0447,Nyxara Vale,Realm Relics,Nyxara Vale - Realm Relics,SN-007/010,Rare,1250,nyxara,A relic tied to Nyxara Vale from the Realm Relics series.
RLM-0448,Nyxara Vale,Realm Relics,Nyxara Vale - Realm Relics,SN-008/010,Rare,1250,nyxara,A relic tied to Nyxara Vale from the Realm Relics series.
RLM-0449,Nyxara Vale,Realm Relics,Nyxara Vale - Realm Relics,SN-009/010,Rare,1250,nyxara,A relic tied to Nyxara Vale from the Realm Relics series.
RLM-0450,Nyxara Vale,Realm Relics,Nyxara Vale - Realm Relics,SN-010/010,Rare,1250,nyxara,A relic tied to Nyxara Vale from the Realm Relics series.
RLM-0451,Nyxara Vale,Hall of Lore,Nyxara Vale - Hall of Lore,SN-001/010,Legendary,5750,nyxara,A relic tied to Nyxara Vale from the Hall of Lore series.
RLM-0452,Nyxara Vale,Hall of Lore,Nyxara Vale - Hall of Lore,SN-002/010,Legendary,4750,nyxara,A relic tied to Nyxara Vale from the Hall of Lore series.
RLM-0453,Nyxara Vale,Hall of Lore,Nyxara Vale - Hall of Lore,SN-003/010,Epic,3750,nyxara,A relic tied to Nyxara Vale from the Hall of Lore series.
RLM-0454,Nyxara Vale,Hall of Lore,Nyxara Vale - Hall of Lore,SN-004/010,Epic,2750,nyxara,A relic tied to Nyxara Vale from the Hall of Lore series.
RLM-0455,Nyxara Vale,Hall of Lore,Nyxara Vale - Hall of Lore,SN-005/010,Rare,1750,nyxara,A relic tied to Nyxara Vale from the Hall of Lore series.
RLM-0456,Nyxara Vale,Hall of Lore,Nyxara Vale - Hall of Lore,SN-006/010,Rare,1250,nyxara,A relic tied to Nyxara Vale from the Hall of Lore series.
RLM-0457,Nyxara Vale,Hall of Lore,Nyxara Vale - Hall of Lore,SN-007/010,Rare,1250,nyxara,A relic tied to Nyxara Vale from the Hall of Lore series.
RLM-0458,Nyxara Vale,Hall of Lore,Nyxara Vale - Hall of Lore,SN-008/010,Rare,1250,nyxara,A relic tied to Nyxara Vale from the Hall of Lore series.
RLM-0459,Nyxara Vale,Hall of Lore,Nyxara Vale - Hall of Lore,SN-009/010,Rare,1250,nyxara,A relic tied to Nyxara Vale from the Hall of Lore series.
RLM-0460,Nyxara Vale,Hall of Lore,Nyxara Vale - Hall of Lore,SN-010/010,Rare,1250,nyxara,A relic tied to Nyxara Vale from the Hall of Lore series.
RLM-0461,Nyxara Vale,Forgeborn,Nyxara Vale - Forgeborn,SN-001/010,Legendary,6000,nyxara,A relic tied to Nyxara Vale from the Forgeborn series.
RLM-0462,Nyxara Vale,Forgeborn,Nyxara Vale - Forgeborn,SN-002/010,Legendary,5000,nyxara,A relic tied to Nyxara Vale from the Forgeborn series.
RLM-0463,Nyxara Vale,Forgeborn,Nyxara Vale - Forgeborn,SN-003/010,Epic,4000,nyxara,A relic tied to Nyxara Vale from the Forgeborn series.
RLM-0464,Nyxara Vale,Forgeborn,Nyxara Vale - Forgeborn,SN-004/010,Epic,3000,nyxara,A relic tied to Nyxara Vale from the Forgeborn series.
RLM-0465,Nyxara Vale,Forgeborn,Nyxara Vale - Forgeborn,SN-005/010,Rare,2000,nyxara,A relic tied to Nyxara Vale from the Forgeborn series.
RLM-0466,Nyxara Vale,Forgeborn,Nyxara Vale - Forgeborn,SN-006/010,Rare,1500,nyxara,A relic tied to Nyxara Vale from the Forgeborn series.
RLM-0467,Nyxara Vale,Forgeborn,Nyxara Vale - Forgeborn,SN-007/010,Rare,1500,nyxara,A relic tied to Nyxara Vale from the Forgeborn series.
RLM-0468,Nyxara Vale,Forgeborn,Nyxara Vale - Forgeborn,SN-008/010,Rare,1500,nyxara,A relic tied to Nyxara Vale from the Forgeborn series.
RLM-0469,Nyxara Vale,Forgeborn,Nyxara Vale - Forgeborn,SN-009/010,Rare,1500,nyxara,A relic tied to Nyxara Vale from the Forgeborn series.
RLM-0470,Nyxara Vale,Forgeborn,Nyxara Vale - Forgeborn,SN-010/010,Rare,1500,nyxara,A relic tied to Nyxara Vale from the Forgeborn series.
RLM-0471,Nyxara Vale,Cemetery Echoes,Nyxara Vale - Cemetery Echoes,SN-001/010,Legendary,5750,nyxara,A relic tied to Nyxara Vale from the Cemetery Echoes series.
RLM-0472,Nyxara Vale,Cemetery Echoes,Nyxara Vale - Cemetery Echoes,SN-002/010,Legendary,4750,nyxara,A relic tied to Nyxara Vale from the Cemetery Echoes series.
RLM-0473,Nyxara Vale,Cemetery Echoes,Nyxara Vale - Cemetery Echoes,SN-003/010,Epic,3750,nyxara,A relic tied to Nyxara Vale from the Cemetery Echoes series.
RLM-0474,Nyxara Vale,Cemetery Echoes,Nyxara Vale - Cemetery Echoes,SN-004/010,Epic,2750,nyxara,A relic tied to Nyxara Vale from the Cemetery Echoes series.
RLM-0475,Nyxara Vale,Cemetery Echoes,Nyxara Vale - Cemetery Echoes,SN-005/010,Rare,1750,nyxara,A relic tied to Nyxara Vale from the Cemetery Echoes series.
RLM-0476,Nyxara Vale,Cemetery Echoes,Nyxara Vale - Cemetery Echoes,SN-006/010,Rare,1250,nyxara,A relic tied to Nyxara Vale from the Cemetery Echoes series.
RLM-0477,Nyxara Vale,Cemetery Echoes,Nyxara Vale - Cemetery Echoes,SN-007/010,Rare,1250,nyxara,A relic tied to Nyxara Vale from the Cemetery Echoes series.
RLM-0478,Nyxara Vale,Cemetery Echoes,Nyxara Vale - Cemetery Echoes,SN-008/010,Rare,1250,nyxara,A relic tied to Nyxara Vale from the Cemetery Echoes series.
RLM-0479,Nyxara Vale,Cemetery Echoes,Nyxara Vale - Cemetery Echoes,SN-009/010,Rare,1250,nyxara,A relic tied to Nyxara Vale from the Cemetery Echoes series.
RLM-0480,Nyxara Vale,Cemetery Echoes,Nyxara Vale - Cemetery Echoes,SN-010/010,Rare,1250,nyxara,A relic tied to Nyxara Vale from the Cemetery Echoes series.
RLM-0481,Nyxara Vale,Kings & Queens,Nyxara Vale - Kings & Queens,SN-001/010,Mythic,6500,nyxara,A relic tied to Nyxara Vale from the Kings & Queens series.
RLM-0482,Nyxara Vale,Kings & Queens,Nyxara Vale - Kings & Queens,SN-002/010,Legendary,5500,nyxara,A relic tied to Nyxara Vale from the Kings & Queens series.
RLM-0483,Nyxara Vale,Kings & Queens,Nyxara Vale - Kings & Queens,SN-003/010,Legendary,4500,nyxara,A relic tied to Nyxara Vale from the Kings & Queens series.
RLM-0484,Nyxara Vale,Kings & Queens,Nyxara Vale - Kings & Queens,SN-004/010,Epic,3500,nyxara,A relic tied to Nyxara Vale from the Kings & Queens series.
RLM-0485,Nyxara Vale,Kings & Queens,Nyxara Vale - Kings & Queens,SN-005/010,Epic,2500,nyxara,A relic tied to Nyxara Vale from the Kings & Queens series.
RLM-0486,Nyxara Vale,Kings & Queens,Nyxara Vale - Kings & Queens,SN-006/010,Rare,2000,nyxara,A relic tied to Nyxara Vale from the Kings & Queens series.
RLM-0487,Nyxara Vale,Kings & Queens,Nyxara Vale - Kings & Queens,SN-007/010,Rare,2000,nyxara,A relic tied to Nyxara Vale from the Kings & Queens series.
RLM-0488,Nyxara Vale,Kings & Queens,Nyxara Vale - Kings & Queens,SN-008/010,Rare,2000,nyxara,A relic tied to Nyxara Vale from the Kings & Queens series.
RLM-0489,Nyxara Vale,Kings & Queens,Nyxara Vale - Kings & Queens,SN-009/010,Rare,2000,nyxara,A relic tied to Nyxara Vale from the Kings & Queens series.
RLM-0490,Nyxara Vale,Kings & Queens,Nyxara Vale - Kings & Queens,SN-010/010,Rare,2000,nyxara,A relic tied to Nyxara Vale from the Kings & Queens series.
RLM-0491,Nyxara Vale,Ancient Myths,Nyxara Vale - Ancient Myths,SN-001/010,Mythic,6500,nyxara,A relic tied to Nyxara Vale from the Ancient Myths series.
RLM-0492,Nyxara Vale,Ancient Myths,Nyxara Vale - Ancient Myths,SN-002/010,Legendary,5500,nyxara,A relic tied to Nyxara Vale from the Ancient Myths series.
RLM-0493,Nyxara Vale,Ancient Myths,Nyxara Vale - Ancient Myths,SN-003/010,Legendary,4500,nyxara,A relic tied to Nyxara Vale from the Ancient Myths series.
RLM-0494,Nyxara Vale,Ancient Myths,Nyxara Vale - Ancient Myths,SN-004/010,Epic,3500,nyxara,A relic tied to Nyxara Vale from the Ancient Myths series.
